userId,movieId,timestamp
0,0,2015-02-23 23:17:53
0,1,2015-02-23 23:17:13
0,2,2015-02-25 06:13:37
0,3,2015-02-23 23:17:15
0,4,2015-02-23 23:17:19
0,5,2015-02-23 23:17:47
0,6,2015-02-24 00:08:52
0,7,2015-02-23 23:25:40
0,8,2015-02-23 23:53:45
0,9,2015-02-23 23:23:39
0,10,2015-02-24 00:09:59
0,11,2015-02-23 23:31:02
0,12,2015-02-23 23:36:50
0,13,2015-02-23 23:26:30
0,14,2015-02-23 23:28:02
0,15,2015-02-23 23:18:55
0,16,2015-02-23 23:27:10
0,17,2015-02-23 23:29:50
0,18,2015-02-23 23:33:00
0,19,2015-02-23 23:41:18
0,20,2015-02-23 23:31:07
0,21,2015-02-23 23:35:42
0,22,2015-02-24 00:00:06
0,23,2015-02-23 23:17:40
0,24,2015-02-23 23:29:29
0,25,2015-02-23 23:24:22
0,26,2015-02-23 23:27:02
0,27,2015-02-23 23:30:38
0,28,2015-02-23 23:24:01
0,29,2015-02-24 00:05:05
0,30,2015-02-23 23:27:26
0,31,2015-02-23 23:29:16
0,32,2015-02-23 23:28:58
0,33,2015-02-24 00:18:47
0,34,2015-02-23 23:29:06
0,35,2015-02-23 23:24:07
0,36,2015-02-23 23:33:03
0,37,2015-02-23 23:17:44
0,38,2015-02-23 23:41:33
0,39,2015-02-23 23:46:33
0,40,2015-02-23 23:30:40
0,41,2015-02-23 23:31:29
0,42,2015-02-23 23:35:44
0,43,2015-02-23 23:19:16
0,44,2015-02-24 00:16:18
0,45,2015-02-23 23:27:46
0,46,2015-02-24 00:01:40
0,47,2015-02-23 23:17:38
0,48,2015-02-24 00:17:37
0,49,2015-02-23 23:55:40
0,50,2015-02-23 23:26:38
0,51,2015-02-23 23:19:00
0,52,2015-02-23 23:51:23
0,53,2015-02-23 23:54:20
0,54,2015-02-23 23:18:33
0,55,2015-02-23 23:38:18
0,56,2015-02-23 23:53:25
0,57,2015-02-23 23:54:40
0,58,2015-02-23 23:24:15
0,59,2015-02-23 23:28:38
0,60,2015-02-23 23:58:46
0,61,2015-02-24 00:09:48
0,62,2015-02-24 00:02:10
0,63,2015-02-23 23:56:12
0,64,2015-02-24 00:15:46
0,65,2015-02-23 23:47:56
0,66,2015-02-23 23:25:44
0,67,2015-02-23 23:54:07
0,68,2015-02-23 23:30:04
0,69,2015-02-23 23:19:03
0,70,2015-02-23 23:53:40
0,71,2015-02-23 23:26:03
0,72,2015-02-23 23:48:01
0,73,2015-02-23 23:24:42
0,74,2015-02-23 23:41:27
0,75,2015-02-23 23:54:05
0,76,2015-02-23 23:26:01
0,77,2015-02-24 00:00:04
0,78,2015-02-23 23:55:35
0,79,2015-02-23 23:55:33
0,80,2015-02-23 23:24:33
0,81,2015-02-24 00:04:40
0,82,2015-02-24 00:15:49
0,83,2015-02-23 23:26:41
0,84,2015-02-24 00:16:59
0,85,2015-02-23 23:33:28
0,86,2015-02-23 23:33:17
0,87,2015-02-23 23:27:38
0,88,2015-02-23 23:38:21
0,89,2015-02-24 00:18:51
0,90,2015-02-23 23:54:34
0,91,2015-02-24 00:17:29
0,92,2015-02-23 23:58:09
0,93,2015-02-23 23:30:46
0,94,2015-02-24 00:17:13
0,95,2015-02-23 23:17:50
0,96,2015-02-23 23:18:09
0,97,2015-02-23 23:26:59
0,98,2015-02-23 23:55:43
0,99,2015-02-23 23:38:26
0,100,2015-02-23 23:36:04
0,101,2015-02-23 23:28:52
0,102,2015-02-23 23:33:40
0,103,2015-02-24 00:03:44
0,104,2015-02-24 00:03:02
0,105,2015-02-24 00:04:49
0,106,2015-02-23 23:20:21
0,107,2015-02-24 00:16:49
0,108,2015-02-23 23:39:08
0,109,2015-02-23 23:32:45
0,110,2015-02-23 23:36:28
0,111,2015-02-23 23:26:19
0,112,2015-02-23 23:21:03
0,113,2015-02-23 23:17:55
0,114,2015-02-24 00:01:53
0,115,2015-02-23 23:27:50
0,116,2015-02-23 23:21:54
0,117,2015-02-23 23:21:31
0,118,2015-02-23 23:20:38
0,119,2015-02-23 23:21:20
0,120,2015-02-23 23:21:12
0,121,2015-02-23 23:28:05
0,122,2015-02-24 00:13:46
0,123,2015-02-23 23:21:08
0,124,2015-02-24 00:04:24
0,125,2015-02-23 23:21:47
0,126,2015-02-24 00:05:00
0,127,2015-02-23 23:20:40
0,128,2015-02-23 23:21:38
0,129,2015-02-24 00:02:54
0,130,2015-02-23 23:18:46
0,131,2015-02-24 00:04:45
0,132,2015-02-23 23:27:55
0,133,2015-02-24 00:15:53
0,134,2015-02-23 23:42:14
0,135,2015-02-23 23:18:57
0,136,2015-02-23 23:20:15
0,137,2015-02-23 23:27:22
0,138,2015-02-23 23:20:34
0,139,2015-02-23 23:54:36
0,140,2015-02-23 23:54:44
0,141,2015-02-23 23:55:52
0,142,2015-02-23 23:19:24
0,143,2015-02-23 23:44:20
1,144,2014-09-25 17:49:26
1,145,2014-09-25 18:00:51
1,1,2014-09-25 17:56:12
1,146,2014-09-25 17:58:24
1,147,2014-09-25 17:59:40
1,148,2014-09-25 17:56:48
1,149,2014-09-25 17:57:04
1,150,2014-09-25 17:59:32
1,151,2014-09-25 17:54:33
1,152,2014-09-25 17:58:14
1,153,2014-09-25 17:48:15
1,154,2014-09-25 17:57:08
1,155,2014-09-25 17:54:46
1,3,2014-09-25 17:56:58
1,156,2014-09-25 17:55:38
1,157,2014-09-25 18:00:32
1,158,2014-09-25 17:56:16
1,159,2014-09-25 17:57:58
1,160,2014-09-25 18:00:42
1,161,2014-09-25 17:49:51
1,162,2014-09-25 17:47:52
1,163,2014-09-25 17:49:12
1,164,2014-09-25 17:54:24
1,165,2014-09-25 17:48:45
1,6,2014-09-25 17:56:02
1,166,2014-09-25 17:57:53
1,167,2014-09-25 17:49:18
1,168,2014-09-25 17:49:34
1,169,2014-09-25 18:00:04
1,170,2014-09-25 17:49:37
1,171,2014-09-25 17:48:49
1,172,2014-09-25 17:48:55
1,173,2014-09-25 17:56:44
1,23,2014-09-25 17:59:13
1,37,2014-09-25 18:01:20
1,47,2014-09-25 17:59:16
1,174,2014-09-25 18:01:15
1,95,2014-09-25 17:55:06
2,175,2013-05-03 02:50:26
2,146,2013-05-03 02:50:13
2,176,2013-05-03 02:45:40
2,148,2013-05-03 02:51:10
2,177,2013-05-03 02:46:44
2,156,2013-05-03 02:49:28
2,178,2013-05-03 02:49:37
2,179,2013-05-03 02:51:55
2,180,2013-05-03 02:44:04
2,164,2013-05-03 02:48:22
2,6,2013-05-03 02:51:32
2,181,2013-05-03 02:43:51
2,173,2013-05-03 02:51:35
2,182,2013-05-03 02:50:22
2,183,2013-05-03 02:48:17
2,95,2013-05-03 02:48:42
2,184,2013-05-03 02:51:24
3,185,2013-09-28 20:35:21
3,175,2013-09-28 20:33:33
3,186,2013-09-28 20:33:28
3,187,2013-09-28 20:31:29
3,188,2013-09-28 20:35:04
3,189,2013-09-28 20:33:30
3,190,2013-09-28 20:35:08
3,191,2013-09-28 20:35:26
3,192,2013-09-28 20:31:33
3,193,2013-09-28 20:35:11
3,194,2013-09-28 20:31:35
3,195,2013-09-28 20:31:41
3,172,2013-09-28 20:32:31
4,144,2012-06-14 05:21:44
4,186,2012-06-14 05:40:08
4,196,2012-06-14 05:57:59
4,197,2012-06-14 05:24:33
4,198,2012-06-14 05:40:18
4,149,2012-06-14 05:41:23
4,199,2012-06-14 06:16:41
4,200,2012-06-14 05:43:32
4,154,2012-06-14 05:41:25
4,155,2012-06-14 05:40:26
4,201,2012-06-14 05:43:34
4,158,2012-06-14 05:42:47
4,202,2012-10-28 21:16:47
4,203,2012-06-14 05:24:21
4,204,2012-06-14 06:16:02
4,205,2012-06-14 05:34:30
4,206,2012-06-14 05:22:03
4,207,2012-06-14 05:43:14
4,166,2012-06-14 05:43:18
4,208,2012-06-14 05:41:13
4,21,2012-06-14 06:14:13
4,23,2012-06-14 05:44:43
4,35,2012-06-14 06:14:15
4,37,2012-06-14 05:45:44
4,209,2012-06-14 05:40:28
4,47,2012-06-14 05:44:46
4,210,2012-06-14 05:39:19
4,49,2012-06-14 06:21:53
4,174,2012-06-14 05:45:24
4,51,2012-06-14 06:14:26
4,211,2012-06-14 06:01:10
4,212,2012-06-14 06:01:13
4,213,2012-06-14 06:14:20
4,214,2012-06-14 05:56:03
4,66,2012-06-14 15:02:12
4,73,2012-06-14 15:02:09
4,215,2012-06-14 05:56:42
4,83,2012-10-28 21:16:37
4,86,2012-06-14 06:14:24
4,216,2012-06-14 05:55:30
4,108,2012-06-14 06:14:22
4,217,2012-06-14 06:15:24
4,218,2012-06-14 05:36:56
4,184,2012-06-14 05:42:29
4,121,2012-06-14 06:14:17
4,132,2012-06-14 06:14:19
4,136,2012-06-14 06:13:59
5,186,2014-12-01 17:13:35
5,188,2014-12-01 17:16:58
5,219,2014-12-01 17:17:03
5,220,2014-12-01 17:19:17
5,164,2014-12-01 17:19:50
5,207,2014-12-01 17:18:26
5,208,2014-12-01 17:17:49
5,221,2014-12-01 17:14:56
5,222,2014-12-01 17:17:46
5,223,2014-12-01 17:17:13
5,224,2014-12-01 17:17:54
5,183,2014-12-01 17:19:47
5,225,2014-12-01 17:18:20
5,226,2014-12-01 17:17:00
5,95,2014-12-01 17:14:21
5,184,2014-12-01 17:18:23
5,227,2014-12-01 17:18:38
5,228,2014-12-01 17:17:17
5,229,2014-12-01 17:18:54
5,230,2014-12-01 17:17:11
5,231,2014-12-01 17:15:53
5,232,2014-12-01 17:16:07
5,233,2014-12-01 17:20:43
5,234,2014-12-01 17:15:09
5,235,2014-12-01 17:16:12
5,236,2014-12-01 17:15:01
5,237,2014-12-01 17:15:00
5,238,2014-12-01 17:16:34
5,239,2014-12-01 17:21:21
5,240,2014-12-01 17:15:59
5,241,2014-12-01 17:16:14
5,242,2014-12-01 17:15:03
5,243,2014-12-01 17:15:05
6,1,2012-07-04 19:08:14
6,147,2012-07-04 19:06:24
6,244,2012-07-04 08:39:57
6,245,2012-07-04 19:04:32
6,246,2012-07-04 19:06:42
6,247,2012-07-04 19:06:48
6,248,2012-07-04 08:44:57
6,3,2012-07-04 19:09:03
6,249,2012-07-04 08:53:44
6,250,2012-07-04 19:06:46
6,251,2012-07-04 19:05:27
6,252,2012-07-04 19:07:25
6,4,2012-07-04 19:09:10
6,253,2012-07-04 08:53:11
6,254,2012-07-04 19:04:04
6,255,2012-07-04 08:55:36
6,256,2012-07-04 19:05:05
6,257,2012-07-04 19:07:42
6,258,2012-07-04 19:07:16
6,259,2012-07-04 08:52:17
6,193,2012-07-04 19:07:21
6,260,2012-07-04 19:05:08
6,261,2012-07-04 19:03:16
6,262,2012-07-04 08:41:37
